103,0.64846,0.35154,1.2945,0.092156
104,0.79274,0.20726,1.3104,0.093106
105,0.66168,0.33832,1.2924,0.11148
106,0.64749,0.35251,1.3106,0.087997
107,0.78247,0.21753,1.3036,0.092734
108,0.77013,0.22987,1.3028,0.097684
109,0.64004,0.35996,1.2956,0.1032
110,0.70879,0.29121,1.2979,0.08637
111,0.7163,0.2837,1.2803,0.11266
112,0.60907,0.39093,1.2945,0.10113
113,0.70259,0.29741,1.299,0.10765
114,0.78209,0.21791,1.3016,0.10169
115,0.74418,0.25582,1.3063,0.081474
116,0.67125,0.32875,1.3051,0.08901
117,0.62941,0.37059,1.2968,0.10791
118,0.71265,0.28735,1.3131,0.096925
119,0.7035,0.2965,1.2883,0.1166
120,0.75343,0.24657,1.2949,0.097232
121,0.73191,0.26809,1.2875,0.088789
122,0.62852,0.37148,1.3048,0.10353
123,0.71122,0.28878,1.3128,0.10658
124,0.75456,0.24544,1.2931,0.098697
125,0.6862,0.3138,1.3054,0.094051
126,0.7155,0.2845,1.3097,0.09461
127,0.6563,0.3437,1.3182,0.07227
128,0.60964,0.39036,1.3067,0.1272
129,0.79391,0.20609,1.3046,0.10969
130,0.64574,0.35426,1.2902,0.080657
131,0.62244,0.37756,1.3171,0.10134
132,0.78109,0.21891,1.3039,0.099055
133,0.65095,0.34905,1.3004,0.092011
134,0.68802,0.31198,1.3046,0.090529
135,0.62201,0.37799,1.2977,0.095379
136,0.70625,0.29375,1.3012,0.08943
137,0.60966,0.39034,1.3049,0.099008
138,0.72625,0.27375,1.3053,0.094389
139,0.64007,0.35993,1.2947,0.10514
140,0.69572,0.30428,1.3015,0.077139
141,0.60857,0.39143,1.3092,0.092366
142,0.77236,0.22764,1.3087,0.086537
143,0.72712,0.27288,1.2825,0.10871
144,0.71518,0.28482,1.2794,0.10544
145,0.68182,0.31818,1.2943,0.092302
146,0.71638,0.28362,1.3078,0.085046
147,0.73844,0.26156,1.3097,0.099994
148,0.79559,0.20441,1.3106,0.088143
149,0.68866,0.31134,1.2991,0.099875
150,0.75483,0.24517,1.2824,0.08653
151,0.63555,0.36445,1.3027,0.099023
152,0.7113,0.2887,1.3023,0.094665
153,0.79825,0.20175,1.3023,0.1037
154,0.63503,0.36497,1.2961,0.09063
155,0.61062,0.38938,1.3073,0.10664
156,0.62395,0.37605,1.2951,0.1035
157,0.771,0.229,1.3097,0.091857
158,0.72958,0.27042,1.3052,0.096473
159,0.73393,0.26607,1.3034,0.11222
160,0.62192,0.37808,1.316,0.11312
161,0.78052,0.21948,1.2949,0.10738
162,0.65986,0.34014,1.3116,0.11079
163,0.63326,0.36674,1.3016,0.098499
164,0.78934,0.21066,1.3014,0.11507
165,0.70798,0.29202,1.3102,0.10801
166,0.68449,0.31551,1.3076,0.098086
167,0.74675,0.25325,1.2988,0.10052
168,0.61562,0.38438,1.299,0.11644
169,0.64704,0.35296,1.2956,0.1043
170,0.73196,0.26804,1.2895,0.10215
171,0.78348,0.21652,1.3132,0.10168
172,0.66719,0.33281,1.3031,0.077232
173,0.66188,0.33812,1.3015,0.11218
174,0.7456,0.2544,1.303,0.1076
175,0.74808,0.25192,1.3009,0.092768
176,0.76008,0.23992,1.3046,0.10041
177,0.68386,0.31614,1.2918,0.10476
178,0.65687,0.34313,1.3035,0.093475
179,0.7508,0.2492,1.3055,0.099724
180,0.6902,0.3098,1.2887,0.084979
181,0.6187,0.3813,1.3043,0.1066
182,0.61633,0.38367,1.2906,0.09544
183,0.6644,0.3356,1.2857,0.12037
184,0.75842,0.24158,1.316,0.10995
185,0.78665,0.21335,1.3088,0.094885
186,0.78535,0.21465,1.2985,0.088332
187,0.74351,0.25649,1.3018,0.12225
188,0.63175,0.36825,1.2879,0.11356
189,0.79632,0.20368,1.313,0.11227
190,0.62469,0.37531,1.2955,0.08794
191,0.60542,0.39458,1.298,0.12199
192,0.62063,0.37937,1.2912,0.084732
193,0.68688,0.31312,1.2851,0.10562
194,0.7635,0.2365,1.3041,0.090846
195,0.68237,0.31763,1.317,0.10624
196,0.7745,0.2255,1.2864,0.098167
197,0.62324,0.37676,1.2862,0.11623
198,0.60431,0.39569,1.2956,0.1055
199,0.78399,0.21601,1.2956,0.11181
200,0.7241,0.2759,1.2907,0.10527
